正字	異体字	附録字
蹕	𠌫𢕏𧫤䟆跸驆􃚢􃚤󾄋􃚣􃚥󳨜	
蹖		
蹗	𨄭	
蹘	􄾾	
蹙	𠏔𭀁𠑯䠞𨇳𨈄顣􁻋󱱹󱲵􁻌􁻉􁻍󾅝􁻊􁻎	
蹚	𨅨	
蹛	𢅊䠠􃚡󾅍	
蹜		
蹝	𡱦屣𨁾躧𩎉􃚩􃚪􃚫	
蹞		
蹟	𧶷􃚠	
蹠	跖𨂂􃚟􃚞	
蹡	𧽩𨄚􃚧􃚦􃚨	
蹢	豴𨅙躑	
蹣	蹒􁻏􁻑􁻐	
蹤	𧿛𮛙踪踨𮜀󾂾󾃛􁻖󳣕􁻔􁻓󳢦􁻕􁻒󳥄󳥼󳥽󳥞	
蹥		
蹦		𨁝
蹧		
蹨		
蹩	䠥􃚬	𧿥󾂼
蹪	𨇚	
蹫		
蹬	邆	
蹭	􃚭	
蹯	𣫯番籵𥸨𥻫𨁢𨅴𩕈𨆜𨆌􃚰􃚮􃚱􃚯	
蹱	徸	
蹲	𣦝𨀛蹾􁻛􁻜	
蹳	𨅢	󾄳
蹴	蹵𨇳𨉌	
蹶	嶡𧽸𨄬蹷𨇙𨇭𨇮􁻢󾅏􁻣􁻞􁻟󾅢􁻠􁻡	
蹸	𨆴躙轥	
蹺	𣦜跷蹻􁻤󷎻	
蹻	勪𣦜𨃧󰭛	
蹼	𨆯􁻗􁻙􁻚􁻘	
躁	𨅶󳥜󸻠󾅥	
躂	𨂛𨂧𨂨󾃮󾄣􁻥	
躄	𣦢躃󳨸􃚲	
躅	𨁿𨄃𨅛䠱	
躆		
躇	𣦡䠧􃩸􁻝	
躈		
躉	趸	
躊	踌𨅡􁻧􁻦􁻨	
躋	𢁃𤼥跻䠁𨹷𨹶𨻕隮􃮎󾄀󾄯􃚳􃚵􃚴	
躌		
躍	跃䠯􁻪􁻩󳩧􁻫	
躎	􄿕	
躐	𨆍邋󾄲􃚾􃛀􃚿	
躑	踯蹢𨅙􁻮􁻬􁻭	
躒		
躓	踬𨂤䠦𨆦𨆑𨕽􃚼􃚽󾅱	
躔	𧾡𨂷􁌇󱄊􃚷󹀠	
躕	䟞𨅒蹰󷃸􃚶	
躖	䠪𨇔𨇰􃛂􃛁	
躗	躛󵊟	
躘		
躚	𢕖跹蹮𨇫𨇤𨇴􃚸􃚺󾅎󾅶􃚹􃚻	
躝	􄿜	
躞	𨇾	
躟	忀󾅳	
躠	𨆳𨇨􃛃	
躡	𧿜蹑􁻷󽎄􁻲􁻴􁻱􁻰􁻵􁻸􁻳􁻶􁻯󳪄	
躣	忂	
躤	𨆮	
躥	蹿	
躦	𨇃𨇇躜􃛄	
躨	􃛉􃛇󶚿􃛈	
躩	􃛅􃛆	
躪	躏	
身	𡰬𣐩𨊘􁻹􁻺􁻼󱈽󱓃􁻿􁻻􁻾􁻽󱐒󾆜󾆛󱓳	󰕹
躬	𨈴躳􁼃󺙅􁼂􁼁󾆫􁼄􁼀	
躲	𧻞躱軃𩒜󾆽􁼅	󾥟
躴	𨉰󷎽	
躸	󾇎	
躺		
躽	􃛊	
躿	𨈢	
軀	傴塸躯𨈬𨊘鏂𩪍󴹇􁼈󾆤󾆣󾆿󾇀󾇅󾇑􁼉􁼆󾇖󾇗􁼇󾇣󾇫􁼊	
軂		
軇	𨉔	
軉	𨉗	
車	俥𠦴车𨏖󰔽􁼋󽹬	
軋	轧	
軌	𧗝𧗢轨䡄軓𨑍󱟉󳹗􁼑󽷉	
軍	𠣞𠣦𡗺𡗽𡨏𦉼军􁼏󲔝󲔣󲔥􁼌􁼍󲕁􁼎􁼐󴢢󲂈	
軎	𨊢𨊪轊𨎥䡺􅣝󽸹􅣞	
軏	䡇􃛋󿁼󿁻	
軐		
軑	軚	
軒	𪪂轩𨊻䡓𨍓𩋱󱔮􁼒􁼓	
軓	𨊠􁼑󽷉	
軔	杒轫軔	
軖	軠𨋶𨌂𨌃	
軗		
軘	𨊯	
軛	枙𦷖轭軶𫏸𩉴􁼔󰬔	
軜	𰹎𨌣􄿪􄿫	
軝	䡋軙𩉬	
軞		
軟	媆𥎘𨉿软輭轜􁼕󹑞	
軠		
軡		
軤	轷	
軥	𨊵	
軦		
軧	𨋆𨋇𨌮􃛒􃛓	
軨	䡼䡿	
軩	𨊺	
軪	󽷓	
軫	𨋎𨋏𨏤􃛔	
軬	𠫿桳㮥𨋒𰹞輽	
軭	􄿯	
軮		
軯		
軱		
軲	轱󸗷	
軳		
軴		
軵	搑𨊭𨊶𨍷𩒷􃛑􃛐	
軶		
軷	􃛌􃛍	
軸	轴𨌇	
軹		
軺	轺𨍳󵉮􃛏􃛎	
軻	轲	
軼	轶􁼖	
軾	轼󽷡	
軿	輧𨍍􃛖󽸸	
輀	輭𨎪轜	
輁		
輂	􃛙	
較	𨊿䡈较	
輅	辂𨍇𨎲	
輆	􃛕	
輇	􃛗	
輈	𨏺􃛘	
載	儎𡔬𡙚𡙺𢀃𤱱𨊦载𨌏􁼗󱛭􁼤󲹡􁼡󳕞􁼠􁼟󱛝󻕟󺂥􁼘􁼞􁼢󽢙􁼚􁼝􁼙􁼜􁼛󻱸􃩹􁼣	𩖘󲳓􁼥􁼦􃩺
輊	𦥎軽轾𨍀𨎘𨎌𨎐𨏅䡹𨏑𨏡	
輋		
輍	𨌯􄿲	
輎		
輐	魭	
輑		
輒	辄輙􁼪󰬕	
輓	挽𬨈𨌔􁼱	
輔	俌𥙷𨊽辅􁼩󱎷󱕺􃩻	󻪋
輕	轻軽輊䡖𨌷𨓷󲴶􁼰􁼮􁼯󰬎􁼬􁼫􁼭	
輖	􃛞	
輗	棿𨌊䡚𨌵􃛟􃛠	
輘		
輚	轏􃛛	
輛	辆	輌
輜	辎𨍟輺𰹟𨎜􁼻	𨎏􁼼
輝	𠓊灳𤐕辉𰫃𪏕󽓶􁼲	
輞	棢𨊾𨋹辋􃛜󽷈􃛝	
輟	辍𨌸󽷭􁼳󽷿􁼴	󳼯
輠	楇𨍋𨍹	
輡		
輢	𰹝	
輣	𨍩	
輤	󽷮	
輥	辊𨍲𨎊	
輦	辇𨍻𨘪𨘧􁼸󾖨󶜉	󿒿
輩	軰辈􁼶󲃔􁼷􁼵	
輪	轮􁼺􁼹	
輫		
輬	䡙𨍡𨎅􃛚	
輮	𰹢	
輯	𨌖𮝛辑𨍣𨎵􁽀􁼿󵧑󽸊􁽁􁽂󰬠	
輰	󹝨􄿸	
輱		
輲	輇	
輳	辏	
輴	𣚆䡅𨋮󽷤󽷸󽸳	
輵	󽸛	
輶	輏􃛡	𡸋
輷	𰹋𨊷𨌨𩧕	
輸	输輸􁽃􁽄􁽅	
輹	𨋩𨌥𨎙𨏟􃛣􃛢	
輻	㽬辐􁼽	􁼾
輾	𣡃𥗷𨋁𨋚󰴊􁽋	
輿	𨊮舆𨏮􁽕􁽔󰬏󱷼	
轀	輼	
轂	𰚅毂𨍔䡰󰾘󽸖􁽐􁽌􁽏􁽍􁽎􁽑󲺹	
轃	𨍬􃛤󽸾	󽸗
轄	舝輨𨍤辖䡷鎋𩏓􁽊􁽇􁽆􁽈󾝵􁽉	
轅	辕󽷯󽷰􁽓􁽒󽸈󿝽	
轆	𨌠辘𨏔󽸅󵊁	
轇	𨎦􃛥	
轈	𰹔𨏋󰬗󽸝	
轉	转転􁽙􁽘󳓢􁽗􁽚􁽖􁽝􁽛󽸭􁽜	󲪽󲫢
轋		
轍	𨅊辙𨏁𨏣󰬢󽹓􁽟􁽞􁽠	
轎	轿𲄶𨎄􁽡	
轏		
轐		
轑	󰬝	
轒	𨎨𨎾	
轓	𨎚	
轔	辚𨏏𰹮	𨍼
轕	􃛫􃛪󰬣	
轖	𩍙􃛨􃛩	
轗	𨎕	
轘	𨏙􃛬􃛭	
轙	𨏢􃛧􃛦	
轚	󽹀􃛯􃛰􃛮	
轛	𣝉󽹊􃛳	
轝	󼅀	
轞	𨍒𨏊􃛱󽹋􃛲	
轟	𰹋轰𨊷𨋌𨋮輷𨎇	
轠	𨎿𨏒	
轡	𢢦𢥩𣦱𦇷辔𦆕𱺍𮝲𨏯𨏷䩛􁽩􁽦􁽬􁪵􁽫􁽥􁽢􁽪􁽨􁽯􁽮􁽭󳢩󲫹󺼭􁽧󵺴󲸩􁽤􁽣󲑘􁽰	󳩹󻦞
轢	轹𨍮轣𨏬􃛴󽹧	
轣	𨏽𨐀	
轤	䡎轳󽹝􃛵	
轥	轔𰹮	
辛	亲𨐋𨐌􁽱󲇓􁽲	
辜	𡱨𡲞𢩍𢪿𢻄𣧮𤿛𦍬𨐞𨑀󱛀󱛡􁽳􁽴󰿺󻒤􁽵󽤤󰱢󱛹	
辟	𠈳𠊕𠊸𪿢𦜺𨐓𮝻𨐝辥󶩋􁽼􁽷􁽹􁽻􁽶􁽸󿮚󾒻􁽺	󱭞
辠	𦤖􅤂􅤃􁍩􁍣󼸽󽟳􁍥􃩝􁍧􁍡􁍦	
辡		
辣	辢𨐜􁽽󱏆	
辥	󹯶􅤢􅤡	
辦	办󾒼󾓋	
辨	㸤𧪔辧𨐾􁾅􁾀􁾉􁾁󲸒􁾂􁽿􁾄􁾈􁾆􁾃􁽾􁾇󾒨󾒸󾒴	
辭	𤔧𤔲辞𦧦辝辞辤𨐲𰺬􁾒󻵸􁾝􁾘􁾠􁾑􁾢􁾍􁾋􁾞􁾣󽙗󹐐󾒬󺅟󾒯󲫶􁾓󺣻􁾔󾒳󻷊􁾛󻷏􁾏󻷠󻷜󻷛􁾗􁾎􁾊􁾚􁾐􁾤󻷲􁾜󻷳󻷽􁾙􁾖󾓆􁾕󻸀􁾌􁾡􁾟󻸆󻸉	𰰈󽙓󾓈
辮	辫󰫟􁋮󾓉􁋯	
辯	䛒𧦪𮗿𧦬𧩵𧪔𧭿𧮀辡辩𨧕􁾦󾋓󾌣󾎯󾏢󾐳􁾧󾐷󾒅􁾥󾒉􁾨󾒕󾒗	𡁈󳨎
辰	𠨱𠨷𠩟𠂮𫝕𨑃𮝾𨑄􁾮􁾫󼐭󸓳􁾯􁾪󱝎󱝏􁾰􁾬􁾭	󱝐􁾱􁾲
辱	𢛚𢟹𢟲𧗈􁾴􁾵󼙊󻡦􁾶􁾳	
農	农𢖢𣊤𣎭欁𦦤𦦥莀𦵢蕽𨑇𨑆𭆒辳䢉𨑋􁿈􁿉􁿄󽟍󽟔􁿀􁿃󱑉􁾾󳃫􁿂􁿅􁾷􁾺􁿆􁾻􁾼􁾽􁾿􁾸󱑪􁾹󻌁󱑫󽻾󽟎􁿇􁿁	
辴	􃛶􃛸􃛷	
辵	󰕗󰊖	
辸		
达	迖迏	
辿		
迀	􅀖	
迁		
迂	込迃𨑛󴩪	
迄	𨑐𮞂𨑵􁿏􁿒􁿐􁿑􁿓	
迅	𨑙𨑷󲬚􁿌󿌶󿍃􁿎􁿋	󿍑
迆	􁿊	
迉		
迋	𨓏􃛹	
迌		
迍	𨑞󴩱􃛺	
迎	迊𨒦􁿖󺘛􁿗󴪄󿎄	󿎃
运		
近	𠧣𣂠𣥍𣥪𮞆􁿜􁿛󱥏􁿚󰲶􁿝	󻙊
迒	𨁈䢚	
迓	𨓃	
返	𢓉􁿙	
迕	遌	
迖		
迗		
迠		
迡		
迢	𦴚􁿟􁿠􁿡󿍎	
迣	𨑬𨒍𨓄󴩯	
迤	迱𨒶	
迥	㢠𮚹逈䢛􁿢􁿣	󰙂
迦		
迨	𨽿𨾃	
迪	廸𨔅	
迫	廹敀𤽐󿍊	
迭	𨒔选􁿤	
迮	𨕠	
述	𠰲𫐠䢤􁿞	䢞
迴	回𢌞廻廽𮞉逥􁿷􁿶􁿸	
迵		
迶		
迷	𨒲󰋡	
迸	逬𨔧	
迺	𠧟廼𰁐󿍐􁿵󾻚	
迻	𢼏􃛻	
迼		
追	󲬠󴩷󴪗󴫛	􁿻
迾	𨔜𨔭󿏔	
迿		
退	𢓇𢓴𢔕𨑧𨓆𨓤𮞡𨔫𨘍􁿪󳺏󳺍󿠴􁿱􁿫􁿮􁿲􁿰󴫜󴫡􁿬󴬊􁿯􁿭󿐭􁿳	􁿴
送	㮸䢠𨓵𨔮𨕩𨕪𨕼󾼜􁿦󴪼􁿥󺫫􁿧󿏵􁿨	
适	𨓈	
逃	𧻏迯𨒯𨓖𨓱􁿺󿍋󴪌􁿹󿍭󴪪	
逄	𧔧󾇶	
逅	𨒙󴪋	
逆	𨒫𨒾󴪀􁿩	󴪹
逇		
逋	𨓥𨕝𨗗	
逌	𠧠𠧷𠧴𨓗𨓘𨔖𨔟𨘁󴪊󿍙􃛼󿎭􃛽󿎮	
逍		󿒟
透	䞬󿍽	
逐	𢄘𰺼𨔡	
逑		
途	𡒎𣥳涂𮞦𫐮􂀌󿎣󿏀󿎾	𠆧𠇊󱹛
逕	𮷠𲅜󿍏􂀆􂀅󵳧􂀄	
逖	𮷡逷	
逗		
逘	􅀛	
這	这􁿼	
通	𢓶𨓛􂀁􁿽􂀀􁿾󳡛􁿿	
逛		
逜		
逝	䠠𮞝􂀂􂀃	
逞	呈󿍷	
速	𧫷𧫣遬遫𩦙󲬬	
造	艁䒃𦹢𧻰𨑴𨒽𨕡󲬭􂀈󳡝􂀉􂀊􂀇󿍼󿎷	
逡	𢓭󿍫󿎕󴫅	
逢	逄󿎋󿏇󿐁􂀋	
連	连𨘑󺕐󶂛󴪇󴮙	
逤	󿌽	
逨	󿍳󿍴	
逩		
逪	𨗀	
逫		
逭	䠉𨙕𩁧	
逮	𨓻𨗻􂀏󿎔􂀑􂀍􂀐󴫕󿎨󴭈􂀎	𪮦󴬔
逯	􂀐	
週		
進	𡥦进𨗃𨙟󿌳􂀡􂀟󾈃􂀠	
逳	􅀚󾇹	
逴	󶗀	
逵	㙺𨘫馗􂀔􂀒􂀓	
逶	㣦𨖿	
逸	劮𠡓𤖍𤖚𨓜逸󼛼􂀜󰦁󿍞􂀕󿍟􂀘􂀞􂀛􂀗󹻗󿏂􂀖􂀚󿑸􂀙􂀝	
逼	偪􂀯󴬷	
逽	􅀥􅀦	
逾	𧼯踰􂁑󳤆􂁐󾄓󳧀󾄪󾅁󴫣󶶬􂁒􂁏	
逿	𧼮𨗪􃛿􃛾	
遁	𠎻䞺𨆛𨔡𨔵𨖡遯𨘹𨙆󾄽󿎀􂁔􂁓󸹷󴮽	󾄁􂁕
遂	㒸𨒉𨓸𨔱𨔲􂀬󴬴􂀫	󴬄
遃	􅀡	
遄	𨒎𨖇𨖺󿏟󿑿	
遆		
遇	𠓱󲀺󲬵􂁁	󲁂􂁂
遈	𨕒	
遉	􅀤	
遊	䢊𨒣𨒰𨓗𨓎䢟逰𨔼󿎎􂀦􂀥􂀤	󽶇󿍚󿍱󿏁
運	运𨔪􂀣􂀢󴭇	
遍	徧㴜𨖠󿎴󴬂􂁎􂁍	
過	过𬨨𨓺􂁌󰩡󿏌󴫠􂁋󴬆􂁊􂁉󿐜󿐟􂁈	
遏	􂁇􂁅􂁄􂁃󴪣􂁆󿎲󴬉󿐛	
遐	徦󿏏󿎽􃩽󴬐􂀻􂀵􂀶􂀾󿐐􂀲􂀸󿑁􂁀􂀳􂀼􂀺􂀹􂀿󿑫􂀴􂀽󴮕􂀷	
遑	𪪱	
遒	逎	
道	𨗓噵𡬹𧗞𧗟衜衟𨔞𨕐𨕥𨖁󳒽󲬻􂀨􂀪􂀩􂀧	
達	达逹𨔂𨔶𨔬𫐳𨖫𨘝􂀭󿓉	󿑯
違	𨕸违𨔻􂀰󴭍􃩼􂀱	𮞒
遘	𢔵𧽝󿲑􂁢󿏅􂁦󴫎􂁨􂁧􂁪􂁩􂁥󿐔􂁤󴭓􂁣	󿐼󿐾􂁫
遙	𨓧𨔚𨓮𨓳遥䢣𨖈𨗽󲬺󺏷󴪱󿎉󿎊󿎌􂁵󴫦󺯼󴬖􂁴󿏭󿏾􂁯󴭂󴬕󿐯􂁳􂁰󿑦􂁶󿑢􂁱􂁲󿒈􂁷􂁸	𨘔󿍣󿒬􂁹
遚	󿍸󿍹	
遛	𨖻􃜀􃜁	
遜	愻逊􂁬	
遝	𨓬	
遞	𨒾𮞏递𨓝逓𨔛𨕑𨘬􂁼􂁻􂁽󿎁􂂀􂁺󴫢󿏹󿐨􂁾􂂂􂂁􂁿	𨓠𨔄􂂃
遠	𢕱远逺𨖸󽒓󽒒󳼉󳼷􂁙󴪘􂁝􂁟󴫊󴫌󿎘󴫉􂁛􂁞􂁘􂁖􂁜󿏗􂁗􂁚󴬧􂁡􂁠󿒞	
遢		𧰂󿑛
遣	𨕕􂁭󴫘􂁮󾇻󴭡	
遦		
遧		
遨	𨗯􂂉􂂈􂂇	
適	𡣪适𮷧𨗁􂂅􂂆󴬗󴭄󴭯󿑨􂂄󿑧	𠐝
遪	𨗘󿒏	
遫	𨔤	󿐘
遭	𮞸𨗐𨘜𨙠󴭬󿑜􂂊􂂌󿒭􂂋󴯈	
遮	𨖓𨖥󴪸󹝡	
遯	𦟥踲𨔡𨔵遁𨘭𨙆󿒪􃜄	
遰	𨘬􂂁􃜃	
遱	𨘠􅀯	
遲	赿迟𨒈迡遅遟遲邌󴴎􂂴󿍪󶅂󿏍􂂳􂂲􂂰󿐹􂂯􂂱	
遳	􃜂	𦹇
遴	𨖉𨗄䢯󿐰􂂪	󴬛
遵	𢍲𢕰𨗕𨘊󿏆􂂨󿒰􂂧􂂥􂂦􂂤	􂂩
遶	𮞚􃜆􃜅󿑃􃜇	
遷	拪𢫥𢰕迁𨒿𨔰𨕞𮟀𨗢𨗇𨗆䢬𨖼𨗺𨙘𨙙𨙞􂂢󿄼󰨏􂂙󿐙􂂓􂂘􂂞󿐠􂂜􂂔􂂍󴭗󿑉󿑈󿑊􂂝􂂚􂂡󿑐󿑍􂂒󿑕􂂎􂂑􂂗󷎩􂂛󴭖󴮀󿑼󴭻􂂖󿑱󿒖󴮗󿒘􂂟󿒙󴮘􂂕󿒸󿒷󴯋󴯑􂂠󿓤􂂏􂂐	𨒟󳲪󵊪󿑲
選	选𨓟𨕖􂂮􂂬󹻔󿐉􂂭󴭌􂂫󸸸󴮄󿒀	
遹	􃜈	欥
遺	𢸦𧸃𧸯𧸽遗𨗔𨗭𨗭𨗮𨘤􂁮󿐝󴭝󿑖􂂸󿑺󴮃􂂶􂂹􂂷	
遻	遌𨕓𨕣􃜉	
遼	𢊻𭲜辽𨖒𨖚󿎤󵧠󿏡􂂵󿐚󴬬󴭙󵣢	
遽	􂃃􂃄􂃆􂃉􂃁􂃂􂃀󸣜􂃇􂂿󿑷󴭿􂂾􂂽􂃅􂃈	
遾		
避	𢕾𨓶􂂻󴭉􂂼􂂺	
邀	𨖟󿑠	
邁	迈𨙚􂃚􂃛􂃜󿑅􂃝􃩾	󿒯
邂	􂃡􂃞􂃟󴮥􂃠	
邃	㥞𢢝𢤪𥤼䆳𮟏𨗉	
還	𢕼还𨕔𨖞𮟃𨘣􂃏􂃘􂃗􂃓􂃖􂃎􂃑􂃕󿑘󿑙􂃊􂃐􂃌􂃔􂃋󿑾􂃙􂃒􂃍	
邅	㣶􃜎􃜋󿒚􃜌􃜍	
邆	𨗱􃜊	
邇	𨑸迩𨒛𨖹􂃤󲬯􂃥󿍆􂃨󿍥􂃦􂃧􂃣	
邈	𨓅𨘅𨘷𨙁􃜕􃜔󿏿󴭫􃜏􃜓􃜑􃜒󿓘􃜖􃜗􃜘􃜐	
邊	𦍇边辺𨓙𨓉𨕙𨖂𮞾𮞽𫟪邉𨘢𮟣􂄁􂄀󴩴󿎼􂃯􂃻󿏷󿏼󿏶󿏸􂃴󵧞􂃱􂃭󿐧􂃺󿐬􂃹􂃲􂃪󴭪󿑤􂃳􂃩󺱽􂃫􂃰󴮨󴮢󺭙􂃷􂃮􂃶󷈽󴮸􂃾􂃼󴯄󹡴􂃬􂃸􂃽􂃵󰔏	𨑶𨘳𮞰󺆆󿎯󿎱󿏦󿏧󿑵󿒨􂄂
邋	􃜜􃜝􃜚􃜙􃜛	
邌	𨘯	
邍	𨙅󵖯	
邏	逻	
邐	逦􂄃􂄅􂄇􂄄􂄆	󴩴
邑	𡇃󲩪󳘻󲩷󸏨	
邒		
邓		
邔	邔𰻠	
邕	𡿷􂄈	󺼸
邖		
邗		
邘	𨙱	
邙	󲗫󲝠󲝷󲘰	
邛	卭􃜟􃜞	
邞		
邟	𨚂󲝛	
邠	㟗豳	
邡	􃜠	
邢	𨙷郉	
那	𱼶𢑽𣟎𨙻䢷𨚉𨚗𮟯郍􂄙󴶳􂄝󴱙󲝞󱓢󲝩􂄜󲝸󱓶􂄞􂄚􂄛􂄘	󲞅
邤		
邥		
邦	峀𤰫䢶邫𮟵𨚚𨛁邽𨚦𨛟𨛝􂄗󵉣􂄖󽦟󲝏󲝖󰭞󲪑􂄕󷼌􃩿󲞆󽤔󲝶󽤪󽤫󿔺󲞜􂄔󲞙󽤢󰭟	󲲡󲳯󲴦󳜟󺽛
邧		
邩	𨚊𨚋	
邪	耶衺𧘪𨚌󽍠􂄏􂄊􂄉􂄓􂄑􂄌􂄋􂄒􂄎􂄍􂄐	
邭		
邮	𨛕	
邯	𨚠󲝫	
邰		
邱	𨚑邺𨚬𨛆􂄡󶗙󸋑	𠀜
邲		
邳	𨛧􃜡󲝹	
邴		
邵	𨚷󵊽󶛁􂄟	
邶	𨚍鄁	
邷		
邸	𨚎𨚏邱䣌􂄠󲝢󲞋󰭡󰭩	
邼	𨝇􅁇󵤖􅁈	
邽	郌	
邾		
邿	􃜢	
郀	𨚛𨜆	
郁	􂄤	
郂		
郃		
郅		󲞮
郆		
郇	𨜬𨝁	󲞳
郈	𨚨𨜸	
郊	􂄢󲞇􂄣	
郋		
郍		
郎	郞𨝥󱗃󲞻	𬁈
郔		
郕		
郖	𨜹󲟍􃜣	
郗	𰻪􃜨	󲞂󲞌
郘	􃜧	
郙		
郚	䦜𨵒􃜤􃜥	
郛	垺𡎽𡏪	
郜	𠰛𨜋	
郝		
郟	郏	
郠	𨜦	
郡	𨛦󲞞􂄥􂄦	
郢	𨙼󺽛	
郣	􃜦	
郤	𠜗𨚥郄𨛠𨜪􃜪􃜩󺘓󲞚	
郥		
部	𨛔郶􂄧󲟡	
郩		
郪		
郫		
郬	􅁏	
郭	𠆀墎𨞥𨟍𨽏𩫃𩫏𩫖𩫩󶟽􂄩􂄨󹻏􂄫􂄰󲠇󾆘􂄱􂄬􂄪􂄮􂄯􂄭	
郮		
郯	𨛂𨞇	
郰	𨛿𨝮􂅞􁒑	
郱	郱	
郲	𬩾	
郳		
郴		
郵	邮𨛀𨜲𨜚𨞄󶙡󷧓󸨚󲝭󲝼􂄽󲞪􂄼󲞩􂄺󲟊􂄻	
郹	郥𨜯鄓􃜭	
郺	𡗌	
郻	􃜮	
郼		
都	𨚼𨛨𨜞𨛷𨜁𨟞󲞏󰭧􂄳󲞨󲞭􂄴􂄲􂄵	󲞕
郾	󰴔	𨜘
郿	𮟿𨞅	
鄀	􃜯􃜰󲞲	
鄁		
鄂	䣞𨞍𨟨𨺨􂄸󲞸􂄷􂄶󷱆􂄹󲟽󲠄	󲠔
鄃	󷤤	
鄄	𨞉	
鄅		
鄆	郓	
鄇	𨜫󱬢􃜱	
鄈	􃜬􃜫	
鄉	乡郷鄊𨜮鄕𨞸𨞰󲌉􂅂󲘈󲘕󸭴󲞠􂄿󲞱󾼷󾆏􂅁󲉲󲟈󲟎󽮨􂅀􂄾􂅃	
鄋	𨜛𰻻􃜼󰭱	
鄍	󲞝󲟑󲟁􃜶􃜵	
鄎	󲟋	
鄏	􃜷􃜸	
鄐	􃜴	
鄑	㬐鄑𨝶𨟕	
鄒	邹𨛃𨛄𨜈𨝮鄹󴯧󲞍󲞊􂅅󴰘􂅆󲞯󲟒󽎉􂅇􂅄󰭺	
鄓		
鄔	邬𣃶􃜻􃜺􃜹	
鄖	䢵郧󰭲󲟖	
鄗	𨛴䧚􃜲􃜳	
鄘		󲟷
鄙	啚𠴿𨝣󺎉􂅊󲟘􂅉􂅈󰭷	
鄚	􃝄	
鄛	鄛	
鄜	𨝧𨞻𨟤	
鄝	𨝷𨟆􃝃	
鄞	󲞿􃝂􃝁	
鄟	䧠􃝀	
鄠	𨜄𨛸􃜽􃜾󰭳	
鄡	𨜑郻鄥	
鄢	𨺆𨻳𨽑󺅾􃜿	𫕄
鄣	󲟠	
鄤	𨞼𨟔	󲟭
鄦	𨝬	
鄧	邓󲟥󾆔􂅝󽺍	
鄨		
鄩	𨟈􃝇􃝉􃝈	
鄪	𨚓𨚭	
鄫	𰻹􃝆	
鄬	䧦䧦󰤆	
鄭	郑𨞀􂅜􂅔󲟶􂅖􂅗􂅙􂅕􂅛􂅚􂅘	
鄮	𨝤𨞆𨞝𨞵󷶪	
鄯	𨟪󰭶􃝅	
鄰	厸吅𠳵邻𨞁𨞧隣𨼺𨽃􃪀󲞾􂅋󲟝􂅓􂅍󲟿􂅑􂅌󲜀󲛾􂅎􂅐󲛽􂅏󲜛􂅒	𱀨
鄱	󲟤	
鄲	郸𨞏􃝊􃝋	
鄳	𫑡𰻵𨝪𨞚󲟇	
鄴	邺􃝍􃝌􃝎	𨞊
鄵		
鄶	郐𨞡􃝏􃝐	𨞤
鄸	𨞯𨟁􃝑􃝒	
鄹	𨜈郰􂅞󰭺	
鄺	邝􃝓	
鄻		
鄾	󲟪􃝔	
鄿	􃮈	
酀		
酁	􃝖󰭼󲠑	
酃	𨞎𨞖𨟘𨟮𨟯􃝕󰭽	
酄	𨞂𨽧􃝗􃝘	
酅	𨟎	
酆	鄷	
酇	鄼􃝛	
酈	郦𨜥䣓𨟫󰴓􃝚􃝙󲠕	
酉	丣𮠕󱊎􂅠􂅡	
酊	􂅣	
酋	𡸋醔􂅢	
酌	􂅬􂅭	𣁱
配	􂅨󴶾􂅫󷨲􂅪􂅩	
酎		
酏	𨠑𨡪􃝝􃝜􃝞	
酐		
酑	􅁩	
酒	𨠊𨠆􂅤􂅥􂅦􂅧	
酓	𨟹􃝢􃝠􃝣􃝡	
酕		
酖	𨠁	
酗	䣱䣴𨠮􂅮􂅱􂅯􂅲󽺩􂅰	𨠯
酘	􃝟	
酚		
酟		
酠		
酡	𨠑	
酢	𮓖􃝥􃝧􃝦	
酣	佄䣻􂅴􂅳	
酤	􃝤	
酥	𦢦𦣑䜹𨢭𨣺􂅵􂅶􃪁	
酨	𨠾	
酩	佲𠋶􂅾􂅽	
酪	𠄇嗠􂅼􂅻	
酫	􅁶	
酬	詶酧𨠩𨢫𨣊醻􂅸􂅺􂅹􂅷	
酭		
酮	􃝨	
酯		
酰		
酲		
酳	󰬮􃝭􃝮	𨡀𨢂
酴	𨢬	
酵	𨡆𨢀𨣑󰬭	
酶	䊈􅁸	
酷	􂆈􂆇􂆉	
酸	痠𰼉𨢽𨣪􂆃􂆆􂅿􂆁􂆂􂆄󽻄󲬁􂆅	𰼎󰬪
酹	𤁾𩛝􃝫󽺥􃝬􃝪	
酺	􃝩	
酻		
醀	􅂀	
醁	󽺺􃝳	
醂	􅁽	
醃	腌􂆘􂆙	
醄	𨡒􅁿	
醅	𨟷𨡋􃝯	
醆	􃝰􃝱	
醇	䣨䣩𨠺醕𨣳𨣶󶮠􂆌󽺳􂆋􂆎󽻖􂆊􂆍󽻶	
醈	􅁻	
醉	酔𨠪酻𨢛󼥵􂆔󽺟􂆖􂆒􂆐􂆕􂆓󵭸􂆑	
醊	􃝲	
醋	酢𨣋􂆗	
醌		
醍	𨠏䣽􃝷􃝶	𮠺
醏	􅂆	
醐	𨠂𨠀𨡷	
醑	𨡠𨢺􃝵	
醒	𩄆􂆛􂆚󾕒	
醓	䏙𧖺𨡍𥂘􃝴	󽺱
醔		
醘	𨢸	
